INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(1, 3, 91, '0.36');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(429, 48, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(430, 48, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(431, 48, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(432, 48, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(433, 49, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(434, 49, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(435, 49, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(436, 49, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(437, 49, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(438, 49, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(439, 50, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(440, 50, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(441, 50, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(442, 50, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(443, 50, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(444, 50, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(445, 51, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(446, 51, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(447, 51, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(448, 51, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(449, 51, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(450, 51, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(451, 52, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(452, 52, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(453, 52, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(454, 52, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(455, 52, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(456, 52, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(457, 53, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(458, 53, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(459, 53, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(460, 53, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(461, 53, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(462, 53, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(463, 16, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(464, 16, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(465, 16, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(466, 16, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(467, 16, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(468, 16, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(469, 18, 121, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(470, 18, 122, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(471, 18, 123, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(472, 18, 124, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(473, 18, 125, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(474, 18, 126, '0.65');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(475, 3, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(476, 3, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(477, 3, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(478, 3, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(479, 3, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(480, 3, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(481, 39, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(482, 39, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(483, 39, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(484, 39, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(485, 39, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(486, 39, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(487, 40, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(488, 40, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(489, 40, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(490, 40, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(491, 40, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(492, 40, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(493, 41, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(494, 41, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(495, 41, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(496, 41, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(497, 41, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(498, 41, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(499, 42, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(500, 42, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(501, 42, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(502, 42, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(503, 42, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(504, 42, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(505, 43, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(506, 43, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(507, 43, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(508, 43, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(509, 43, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(510, 43, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(511, 44, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(512, 44, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(513, 44, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(514, 44, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(515, 44, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(516, 44, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(517, 47, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(518, 47, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(519, 47, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(520, 47, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(521, 47, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(522, 47, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(523, 15, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(524, 15, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(525, 15, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(526, 15, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(527, 15, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(528, 15, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(529, 48, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(530, 48, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(531, 48, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(532, 48, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(533, 48, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(534, 48, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(535, 49, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(536, 49, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(537, 49, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(538, 49, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(539, 49, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(540, 49, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(541, 50, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(542, 50, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(543, 50, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(544, 50, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(545, 50, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(546, 50, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(547, 51, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(548, 51, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(549, 51, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(550, 51, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(551, 51, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(552, 51, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(553, 52, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(554, 52, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(555, 52, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(556, 52, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(557, 52, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(558, 52, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(559, 53, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(560, 53, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(561, 53, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(562, 53, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(563, 53, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(564, 53, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(565, 16, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(566, 16, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(567, 16, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(568, 16, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(569, 16, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(570, 16, 132, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(571, 18, 127, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(572, 18, 128, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(573, 18, 129, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(574, 18, 130, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(575, 18, 131, '0.62');
INSERT INTO `PriorsDiseases` (`Id`, `DiseaseID`, `AnimalID`, `Probability`) VALUES(576, 18, 132, '0.62');
